facilityId,facilityType,name,district,latitude,longitude,coordinateStatus,source,sourceUrl,state,month,airTemperatureC,weatherCondition,windSpeedKmph,windDirectionDeg,rainfallMm,visibilityKm,significantWaveHeightM,wavePeriodSec,waveDirectionDeg,swellHeightM,swellPeriodSec,seaCondition,seaSurfaceTemperatureC,surfaceCurrentSpeedMs,surfaceCurrentDirectionDeg,mixedLayerDepthM,d20DepthM,chlorophyllMgM3,pfzPotentialScore,fishingPotential,cycloneStatus,cycloneRiskScore,cycloneDistanceKm,cycloneWindKmph,marineWarning,highWaveAlert,dataType,modelBasis
fh_30,fishing_harbour,Maintenance dredging of existing harbor in Kayamkulam,Kollam,9.18,76.5,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.2,cloudy,13.0,182,12.2,8.6,0.98,6.0,173,0.77,7.9,slight,28.9,0.27,137,39,109,0.46,49,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_30,fishing_harbour,Maintenance dredging of existing harbor in Kayamkulam,Kollam,9.18,76.5,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,29.9,partly_cloudy,13.7,161,4.2,7.8,1.14,6.9,162,0.78,7.6,moderate,29.1,0.35,116,76,101,0.8,57,moderate,none,5,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_31,fishing_harbour,Maintenance dredging of existing harbor in Chettuva,Trissur,10.42,76.06,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.0,partly_cloudy,11.6,98,2.9,8.7,0.91,6.1,90,0.65,6.6,slight,28.9,0.28,53,41,77,0.49,45,low,none,3,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_31,fishing_harbour,Maintenance dredging of existing harbor in Chettuva,Trissur,10.42,76.06,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.5,clear,14.9,232,7.3,7.8,1.18,6.7,231,0.88,8.7,moderate,28.9,0.34,187,72,129,0.73,57,moderate,none,9,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_32,fishing_harbour,Maintenance dredging of existing harbor in Ponnani,Malappuram,10.77,75.93,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.3,cloudy,11.4,219,6.7,7.4,1.05,7.0,221,0.72,8.5,moderate,29.2,0.37,174,66,124,1.02,67,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_32,fishing_harbour,Maintenance dredging of existing harbor in Ponnani,Malappuram,10.77,75.93,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.0,cloudy,11.1,193,5.6,7.7,1.01,6.8,194,0.69,8.1,moderate,29.0,0.36,148,77,114,0.96,61,moderate,none,7,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_33,fishing_harbour,Maintenance dredging of existing harbor in Beypore,Kozhikode,11.17,75.81,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.0,partly_cloudy,10.2,110,1.9,7.4,1.01,7.1,115,0.59,6.8,moderate,29.3,0.39,65,71,82,1.1,64,moderate,none,3,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_33,fishing_harbour,Maintenance dredging of existing harbor in Beypore,Kozhikode,11.17,75.81,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.6,clear,11.8,254,8.3,7.3,1.09,7.1,258,0.76,9.1,moderate,29.0,0.39,209,85,138,1.08,68,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_34,fishing_harbour,Maintenance dredging of existing harbor in Puthiyappa,Kozhikode,11.32,75.74,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.7,clear,11.9,262,8.6,6.7,1.16,7.6,271,0.77,9.2,moderate,29.4,0.43,217,83,141,1.26,76,high,none,13,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_34,fishing_harbour,Maintenance dredging of existing harbor in Puthiyappa,Kozhikode,11.32,75.74,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,29.6,partly_cloudy,10.9,169,4.5,8.0,0.96,6.6,167,0.66,7.7,slight,28.8,0.34,124,71,105,0.87,57,moderate,none,5,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_35,fishing_harbour,Development of Arthungal Fishing Harbor (Balance work),Alappuzha,9.69,76.34,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.4,cloudy,13.6,215,15.9,7.8,1.11,6.7,214,0.81,8.4,moderate,29.2,0.34,170,58,122,0.74,59,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_35,fishing_harbour,Development of Arthungal Fishing Harbor (Balance work),Alappuzha,9.69,76.34,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.8,clear,15.1,246,7.9,8.0,1.16,6.6,243,0.9,8.9,moderate,28.9,0.32,201,67,135,0.65,56,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_36,fishing_harbour,Development of Mallet Bunder Fishing Harbour,Ratnagiri-Sindhudurg,16.99,73.3,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.8,cloudy,11.0,181,5.0,7.2,1.07,7.3,187,0.68,7.9,moderate,28.7,0.4,136,75,112,0.85,56,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_36,fishing_harbour,Development of Mallet Bunder Fishing Harbour,Ratnagiri-Sindhudurg,16.99,73.3,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.6,partly_cloudy,10.8,163,4.2,7.3,1.06,7.2,169,0.66,7.6,moderate,28.5,0.4,118,90,105,0.84,53,moderate,none,5,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_37,fishing_harbour,Modernisation of Sassoon Dock Fishing Harbour,Mumbai,18.92,72.83,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,28.8,partly_cloudy,10.4,127,2.7,8.3,0.89,6.3,123,0.61,7.1,slight,28.1,0.31,82,49,92,0.47,38,low,none,4,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_37,fishing_harbour,Modernisation of Sassoon Dock Fishing Harbour,Mumbai,18.92,72.83,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.8,cloudy,11.4,218,6.7,8.4,0.91,6.1,211,0.72,8.5,slight,27.8,0.29,173,58,127,0.36,37,low,none,9,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_38,fishing_harbour,Karanja Fishing Harbour (Revised),Raigad,18.91,72.95,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.3,clear,11.9,261,8.6,7.1,1.1,7.2,266,0.77,9.2,moderate,28.5,0.39,216,71,144,0.79,56,moderate,none,13,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_38,fishing_harbour,Karanja Fishing Harbour (Revised),Raigad,18.91,72.95,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.3,cloudy,10.9,171,4.6,7.0,1.1,7.5,180,0.67,7.8,moderate,28.5,0.43,126,97,109,0.95,55,moderate,none,5,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_39,fishing_harbour,Anandwadi (Fishing Harbour),Sindhudurg,16.06,73.47,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.8,clear,11.9,261,8.6,7.8,1.0,6.5,259,0.77,9.2,moderate,28.5,0.33,216,54,143,0.54,50,moderate,none,13,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_39,fishing_harbour,Anandwadi (Fishing Harbour),Sindhudurg,16.06,73.47,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.6,partly_cloudy,10.7,155,3.9,6.9,1.11,7.6,165,0.65,7.5,moderate,28.8,0.44,110,99,102,0.99,59,moderate,none,4,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_40,fishing_harbour,Construction of Fisheries Fishing Harbour at Jeevana,Raigad,18.5,72.93,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.2,partly_cloudy,10.7,154,3.9,7.5,1.01,7.0,157,0.64,7.5,moderate,28.5,0.37,109,67,102,0.74,49,moderate,none,6,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_40,fishing_harbour,Construction of Fisheries Fishing Harbour at Jeevana,Raigad,18.5,72.93,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,29.4,clear,12.0,267,8.9,7.0,1.13,7.3,274,0.78,9.3,moderate,28.4,0.4,222,91,146,0.86,57,moderate,none,12,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_41,fishing_harbour,Construction of Fisheries Fishing Harbour at Bharadkhol,Raigad,18.1,72.92,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.0,cloudy,11.5,225,7.0,6.7,1.15,7.6,235,0.73,8.6,moderate,28.8,0.43,180,84,130,0.99,62,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_41,fishing_harbour,Construction of Fisheries Fishing Harbour at Bharadkhol,Raigad,18.1,72.92,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.5,cloudy,11.0,179,4.9,7.1,1.08,7.4,186,0.67,7.9,moderate,28.5,0.41,134,92,112,0.88,54,moderate,none,6,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_42,fishing_harbour,Construction of Fisheries Fishing Harbour at Harnai,Ratnagiri,17.82,73.09,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.8,cloudy,11.2,202,6.0,7.5,1.02,6.9,204,0.7,8.2,moderate,28.5,0.36,157,64,121,0.69,51,moderate,none,9,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_42,fishing_harbour,Construction of Fisheries Fishing Harbour at Harnai,Ratnagiri,17.82,73.09,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.7,cloudy,11.1,193,5.6,8.5,0.89,6.1,186,0.69,8.1,slight,27.9,0.28,148,58,117,0.36,37,low,none,7,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_43,fishing_harbour,Construction of Fisheries Fishing Harbour at Sakhari Nate,Ratnagiri,17.77,73.14,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.0,cloudy,11.4,219,6.7,6.7,1.14,7.6,228,0.72,8.5,moderate,28.8,0.43,174,83,127,0.98,61,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_43,fishing_harbour,Construction of Fisheries Fishing Harbour at Sakhari Nate,Ratnagiri,17.77,73.14,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,27.9,partly_cloudy,10.3,115,2.1,7.7,0.98,6.9,117,0.6,6.9,slight,28.3,0.37,70,81,87,0.71,46,moderate,none,2,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_44,fishing_harbour,Development of Fishing Harbour at Satpati,Palghar,19.73,72.68,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.1,partly_cloudy,11.8,165,4.3,7.5,1.1,6.7,164,0.76,7.7,moderate,28.2,0.34,120,58,107,0.6,44,low,none,19,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_44,fishing_harbour,Development of Fishing Harbour at Satpati,Palghar,19.73,72.68,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,27.5,partly_cloudy,9.6,117,2.2,6.9,1.08,7.4,125,0.62,6.9,moderate,28.3,0.42,72,95,88,0.92,51,moderate,none,12,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_45,fishing_harbour,Development of Smart and Integrated Fishing Harbour at Karaikal,Karaikal,10.92,79.84,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.4,clear,13.8,230,17.6,7.9,1.11,6.6,228,0.84,8.7,moderate,29.0,0.33,185,54,129,0.69,57,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_45,fishing_harbour,Development of Smart and Integrated Fishing Harbour at Karaikal,Karaikal,10.92,79.84,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,29.2,partly_cloudy,13.0,119,2.3,7.3,1.19,7.4,126,0.72,7.0,moderate,29.2,0.41,74,92,86,1.03,62,moderate,none,2,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_46,fishing_harbour,Development of Smart and Integrated Fishing Harbour at Vanakbara,Diu,20.71,70.99,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.2,cloudy,12.1,188,5.3,7.4,1.12,6.7,187,0.8,8.0,moderate,28.1,0.34,143,59,116,0.61,44,low,none,21,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_46,fishing_harbour,Development of Smart and Integrated Fishing Harbour at Vanakbara,Diu,20.71,70.99,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,27.8,partly_cloudy,10.1,154,3.8,7.8,0.97,6.5,151,0.67,7.5,slight,27.8,0.32,109,69,103,0.53,38,low,none,14,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_47,fishing_harbour,Modernisation of Paradip Fishing Harbour,Jagatsinghpur,20.26,86.68,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.0,partly_cloudy,12.8,193,10.6,6.9,1.16,6.5,189,0.85,7.7,moderate,28.3,0.32,143,52,108,0.75,49,moderate,elevated,47,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_47,fishing_harbour,Modernisation of Paradip Fishing Harbour,Jagatsinghpur,20.26,86.68,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.4,cloudy,14.4,230,6.1,6.3,1.31,6.8,230,0.96,8.3,moderate,28.3,0.35,180,74,123,0.86,51,moderate,elevated,57,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_48,fishing_harbour,Development of Stage-II Fishing Harbour at Nuagarh (Astranga),Puri,19.98,86.33,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,28.4,partly_cloudy,11.8,134,4.1,5.7,1.29,7.6,144,0.76,6.8,moderate,28.9,0.44,84,85,85,1.24,63,moderate,none,43,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_48,fishing_harbour,Development of Stage-II Fishing Harbour at Nuagarh (Astranga),Puri,19.98,86.33,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,29.2,clear,15.5,293,8.9,6.2,1.38,6.8,293,1.06,9.3,moderate,28.3,0.35,243,74,147,0.86,53,moderate,elevated,61,,,marine_weather_watch,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_49,fishing_harbour,Construction of Fishing Harbour at Thengaithittu,Arian,11.9,79.82,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.0,partly_cloudy,12.0,118,5.1,7.2,1.14,7.4,125,0.68,6.9,moderate,29.3,0.41,73,77,86,1.04,63,moderate,none,4,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_49,fishing_harbour,Construction of Fishing Harbour at Thengaithittu,Arian,11.9,79.82,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.3,clear,14.9,235,7.4,7.2,1.28,7.3,240,0.89,8.8,moderate,29.0,0.4,190,88,131,0.97,63,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_50,fishing_harbour,Upgradation of Puducherry Fishing Harbour,Thengaithittu District,11.93,79.83,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.0,cloudy,13.5,213,15.6,8.3,1.04,6.3,207,0.81,8.4,moderate,28.8,0.29,168,45,123,0.54,50,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_50,fishing_harbour,Upgradation of Puducherry Fishing Harbour,Thengaithittu District,11.93,79.83,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.1,cloudy,14.7,219,6.7,7.3,1.25,7.3,224,0.87,8.5,moderate,29.0,0.39,174,87,125,0.96,62,moderate,none,9,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_51,fishing_harbour,Chandipur Fishing Harbour,Balasore,21.47,87.02,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.7,clear,14.1,272,19.4,5.8,1.39,7.4,278,0.97,8.9,moderate,28.6,0.41,222,76,140,1.12,62,moderate,elevated,52,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_51,fishing_harbour,Chandipur Fishing Harbour,Balasore,21.47,87.02,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,28.4,clear,14.8,251,7.0,6.3,1.34,6.8,251,0.99,8.6,moderate,28.1,0.35,201,75,132,0.87,51,moderate,elevated,58,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_52,fishing_harbour,Up-gradation of Pazhayar Fishing Harbour,Mayiladuthurai,11.35,79.84,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,31.2,cloudy,13.6,218,16.2,8.1,1.07,6.4,213,0.82,8.5,moderate,28.9,0.31,173,48,124,0.6,53,moderate,none,11,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_52,fishing_harbour,Up-gradation of Pazhayar Fishing Harbour,Mayiladuthurai,11.35,79.84,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.1,cloudy,14.5,213,6.5,7.0,1.29,7.6,221,0.86,8.4,moderate,29.2,0.42,168,95,122,1.08,66,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_53,fishing_harbour,Modernization and up-gradation of Chennai Fishing Harbour,Chennai,13.09,80.3,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.7,cloudy,13.5,207,15.0,6.8,1.24,7.6,216,0.8,8.3,moderate,29.2,0.43,162,81,121,1.1,68,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_53,fishing_harbour,Modernization and up-gradation of Chennai Fishing Harbour,Chennai,13.09,80.3,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,29.0,partly_cloudy,13.3,138,3.1,7.6,1.15,7.0,141,0.75,7.3,moderate,28.8,0.37,93,81,94,0.87,55,moderate,none,3,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_54,fishing_harbour,Maintenance Dredging of Colachel Fishing Harbour,Kanniyakumari,8.18,77.25,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.6,partly_cloudy,11.9,117,4.9,8.5,0.96,6.2,111,0.68,6.9,slight,29.2,0.3,72,46,84,0.56,50,moderate,none,4,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_54,fishing_harbour,Maintenance Dredging of Colachel Fishing Harbour,Kanniyakumari,8.18,77.25,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.4,cloudy,14.1,187,5.3,8.4,1.08,6.3,182,0.82,8.0,moderate,29.0,0.3,142,61,111,0.57,52,moderate,none,6,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_55,fishing_harbour,Construction of Fishing harbour at Tharangampadi,Nagapattinam,11.03,79.85,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,29.9,partly_cloudy,11.6,95,2.6,7.1,1.14,7.5,104,0.64,6.6,moderate,29.4,0.43,50,81,76,1.1,65,moderate,none,2,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_55,fishing_harbour,Construction of Fishing harbour at Tharangampadi,Nagapattinam,11.03,79.85,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.2,cloudy,14.6,214,6.5,8.1,1.14,6.5,211,0.86,8.4,moderate,28.8,0.32,169,67,123,0.65,53,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_56,fishing_harbour,Construction of Fishing harbour at ThiruvottriyurKuppam,Tiruvallur,13.17,80.33,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.4,cloudy,12.9,175,11.5,8.3,1.02,6.4,170,0.76,7.8,moderate,28.7,0.31,130,48,108,0.59,49,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_56,fishing_harbour,Construction of Fishing harbour at ThiruvottriyurKuppam,Tiruvallur,13.17,80.33,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.1,clear,15.1,243,7.8,7.5,1.23,7.0,245,0.9,8.9,moderate,28.7,0.36,198,79,135,0.83,58,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_57,fishing_harbour,Development of existing Fishing Harbour at Mudhunagar,Cuddalore,11.72,79.76,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.9,cloudy,13.4,202,14.4,7.3,1.18,7.2,206,0.8,8.2,moderate,29.2,0.39,157,71,118,0.94,64,moderate,none,9,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_57,fishing_harbour,Development of existing Fishing Harbour at Mudhunagar,Cuddalore,11.72,79.76,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,11,30.4,clear,15.1,244,7.9,8.5,1.09,6.1,236,0.9,8.9,moderate,28.5,0.28,199,54,135,0.46,47,moderate,none,10,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
fh_58,fishing_harbour,Development of Fishing Harbour at Arcottuthurai,Nagapattinam,10.56,79.75,prototype_geospatial_anchor,Department of Fisheries PMMSY Fishing Harbour Map,https://pmmsy.dof.gov.in/static/harbour/harbours.html,,10,30.9,cloudy,13.0,182,12.2,7.9,1.08,6.7,181,0.77,7.9,moderate,29.1,0.34,137,56,110,0.72,57,moderate,none,8,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model
