locationId,name,stateCode,districtCode,fisheriesType,latitude,longitude,month,airTemperatureC,weatherCondition,windSpeedKmph,windDirectionDeg,rainfallMm,visibilityKm,significantWaveHeightM,wavePeriodSec,waveDirectionDeg,swellHeightM,swellPeriodSec,seaCondition,seaSurfaceTemperatureC,surfaceCurrentSpeedMs,surfaceCurrentDirectionDeg,mixedLayerDepthM,d20DepthM,chlorophyllMgM3,pfzPotentialScore,fishingPotential,cycloneStatus,cycloneRiskScore,cycloneDistanceKm,cycloneWindKmph,marineWarning,highWaveAlert,dataType,modelBasis,waveApplicability
loc_2119,Sonāmukhi,28,339,inland,23.30521,87.41336,10,29.5,clear,14.7,247.0,9.4,8.0,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2119,Sonāmukhi,28,339,inland,23.30521,87.41336,11,27.3,partly_cloudy,11.1,136.0,3.1,6.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2120,Kukshi,35,438,inland,22.20677,74.75788,10,30.1,clear,16.1,293.0,11.0,8.6,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2120,Kukshi,35,438,inland,22.20677,74.75788,11,28.1,partly_cloudy,13.0,196.0,4.4,7.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2121,Kansad,09,492,marine,21.07466,72.87888,10,28.6,partly_cloudy,11.5,143.0,3.4,7.2,1.12,7.0,146.0,0.73,7.3,moderate,28.2,0.37,98.0,66.0,99.0,0.72,46.0,moderate,none,18.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2121,Kansad,09,492,marine,21.07466,72.87888,11,28.0,cloudy,10.5,178.0,4.9,6.8,1.13,7.4,185.0,0.71,7.9,moderate,28.2,0.41,133.0,94.0,113.0,0.9,52.0,moderate,none,16.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2122,Kālāvad,09,477,inland,22.20789,70.38343,10,28.5,partly_cloudy,11.3,143.0,5.7,6.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2122,Kālāvad,09,477,inland,22.20789,70.38343,11,28.4,clear,14.0,226.0,5.0,7.7,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2123,Jashpur Nagar,37,402,inland,22.88783,84.13864,10,30.1,clear,16.4,300.0,11.3,8.7,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2123,Jashpur Nagar,37,402,inland,22.88783,84.13864,11,28.4,clear,14.2,234.0,5.1,7.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2124,Māvelikara,13,598,marine,9.25929,76.55642,10,31.4,cloudy,13.4,203.0,14.5,8.0,1.08,6.5,200.0,0.8,8.3,moderate,29.2,0.32,158.0,53.0,118.0,0.67,57.0,moderate,none,10.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2124,Māvelikara,13,598,marine,9.25929,76.55642,11,29.3,partly_cloudy,12.8,107.0,1.8,8.9,0.95,5.9,97.0,0.71,6.8,slight,28.7,0.26,62.0,51.0,80.0,0.41,42.0,low,none,1.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2125,Dhanaura,36,137,inland,28.95912,78.25629,10,27.4,partly_cloudy,11.4,145.0,5.8,6.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2125,Dhanaura,36,137,inland,28.95912,78.25629,11,27.4,clear,14.4,239.0,5.3,7.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2126,Jalgaon Jamod,16,500,inland,21.05194,76.53464,10,28.7,partly_cloudy,11.4,145.0,5.7,6.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2126,Jalgaon Jamod,16,500,inland,21.05194,76.53464,11,26.8,cloudy,8.4,53.0,1.3,5.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2127,Pallipuram,13,598,marine,9.75502,76.35724,10,32.0,clear,14.5,268.0,21.8,7.4,1.2,7.0,270.0,0.89,9.3,moderate,29.3,0.36,223.0,64.0,143.0,0.84,65.0,moderate,none,14.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2127,Pallipuram,13,598,marine,9.75502,76.35724,11,31.0,clear,15.5,269.0,8.9,7.7,1.23,6.8,268.0,0.94,9.3,moderate,29.0,0.35,224.0,74.0,143.0,0.76,60.0,moderate,none,12.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2128,Sujānpur,23,662,inland,32.31625,75.60741,10,28.6,clear,16.6,309.0,11.6,8.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2128,Sujānpur,23,662,inland,32.31625,75.60741,11,25.0,cloudy,8.8,65.0,1.5,5.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2129,Annigeri,19,562,inland,15.42513,75.4335,10,30.5,partly_cloudy,13.8,221.0,8.5,7.6,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2129,Annigeri,19,562,inland,15.42513,75.4335,11,29.2,partly_cloudy,12.8,191.0,4.2,7.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2130,Piravam,13,595,marine,9.86667,76.5,10,31.2,cloudy,13.2,193.0,13.4,7.9,1.09,6.7,191.0,0.78,8.1,moderate,29.2,0.34,148.0,56.0,114.0,0.72,58.0,moderate,none,9.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2130,Piravam,13,595,marine,9.86667,76.5,11,29.4,partly_cloudy,13.1,127.0,2.7,8.1,1.07,6.6,125.0,0.74,7.1,moderate,28.9,0.33,82.0,69.0,88.0,0.69,52.0,moderate,none,2.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2131,Ganderbal,12,011,inland,34.22619,74.77478,10,27.1,partly_cloudy,13.2,200.0,7.7,7.3,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2131,Ganderbal,12,011,inland,34.22619,74.77478,11,26.4,clear,14.0,225.0,5.0,7.6,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2132,Uliyazhathura,13,601,marine,8.58165,76.92242,10,30.8,partly_cloudy,12.4,142.0,7.8,7.7,1.08,6.9,143.0,0.71,7.3,moderate,29.4,0.36,97.0,63.0,94.0,0.82,60.0,moderate,none,5.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2132,Uliyazhathura,13,601,marine,8.58165,76.92242,11,30.9,clear,14.9,237.0,7.5,8.4,1.11,6.3,230.0,0.89,8.8,moderate,28.9,0.29,192.0,59.0,131.0,0.53,52.0,moderate,none,10.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2133,Mandi,11,027,inland,31.71194,76.93273,10,26.4,cloudy,9.9,98.0,4.1,5.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2133,Mandi,11,027,inland,31.71194,76.93273,11,27.2,clear,15.1,262.0,5.7,8.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2134,Atholi,13,591,marine,11.38853,75.7597,10,30.9,cloudy,11.2,194.0,5.6,8.6,0.87,5.9,185.0,0.69,8.1,slight,28.7,0.27,149.0,38.0,115.0,0.59,50.0,moderate,none,9.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2134,Atholi,13,591,marine,11.38853,75.7597,11,28.9,partly_cloudy,10.1,101.0,1.5,8.1,0.92,6.6,99.0,0.58,6.7,slight,28.8,0.34,56.0,72.0,79.0,0.88,54.0,moderate,none,1.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2135,Shiggaon,19,564,inland,14.99053,75.22499,10,29.5,cloudy,10.4,115.0,4.7,6.1,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2135,Shiggaon,19,564,inland,14.99053,75.22499,11,28.7,partly_cloudy,11.0,134.0,3.0,6.3,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2136,Pandua,28,338,inland,23.07492,88.28637,10,28.5,partly_cloudy,11.5,150.0,5.9,6.6,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2136,Pandua,28,338,inland,23.07492,88.28637,11,26.9,cloudy,9.9,100.0,2.3,5.9,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2137,Pūnch,12,005,inland,33.77033,74.09254,10,28.1,clear,15.8,283.0,10.7,8.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2137,Pūnch,12,005,inland,33.77033,74.09254,11,27.0,clear,15.7,281.0,6.2,8.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2138,Kottaikādu,25,730,marine,12.25556,79.98226,10,31.2,clear,13.9,232.0,17.8,8.2,1.07,6.3,227.0,0.84,8.7,moderate,28.8,0.3,187.0,46.0,130.0,0.57,52.0,moderate,none,11.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2138,Kottaikādu,25,730,marine,12.25556,79.98226,11,29.1,partly_cloudy,13.3,136.0,3.0,8.4,1.04,6.3,131.0,0.75,7.2,moderate,28.6,0.3,91.0,62.0,93.0,0.59,46.0,moderate,none,3.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2139,Hāngal,19,564,inland,14.76465,75.1246,10,31.1,clear,15.2,264.0,10.0,8.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2139,Hāngal,19,564,inland,14.76465,75.1246,11,29.9,clear,14.6,246.0,5.4,7.9,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2140,Jhadeshwar,09,488,marine,21.71361,73.03231,10,28.4,partly_cloudy,11.4,133.0,2.9,6.5,1.22,7.6,143.0,0.72,7.2,moderate,28.4,0.44,88.0,84.0,96.0,0.99,54.0,moderate,none,17.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2140,Jhadeshwar,09,488,marine,21.71361,73.03231,11,27.5,partly_cloudy,10.1,149.0,3.6,7.8,0.97,6.5,147.0,0.67,7.4,slight,27.7,0.33,104.0,70.0,102.0,0.55,37.0,low,none,14.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2141,Polūr,25,606,inland,12.51217,79.12405,10,30.9,partly_cloudy,13.3,206.0,7.9,7.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2141,Polūr,25,606,inland,12.51217,79.12405,11,28.9,cloudy,10.6,122.0,2.8,6.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2142,Sheohar,34,205,inland,26.51393,85.29341,10,28.9,clear,14.6,244.0,9.3,7.9,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2142,Sheohar,34,205,inland,26.51393,85.29341,11,28.5,clear,16.5,306.0,6.7,8.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2143,Perumbavoor,13,595,marine,10.10695,76.47366,10,30.9,partly_cloudy,12.8,168.0,10.7,8.6,0.98,6.1,161.0,0.75,7.7,slight,28.9,0.28,123.0,41.0,105.0,0.49,48.0,moderate,none,7.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2143,Perumbavoor,13,595,marine,10.10695,76.47366,11,30.9,clear,15.4,262.0,8.7,8.2,1.15,6.4,257.0,0.93,9.2,moderate,28.8,0.3,217.0,61.0,141.0,0.57,53.0,moderate,none,11.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2144,Gundlupēt,19,578,inland,11.81004,76.69027,10,31.0,partly_cloudy,13.5,211.0,8.1,7.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2144,Gundlupēt,19,578,inland,11.81004,76.69027,11,28.2,cloudy,8.1,43.0,1.1,5.0,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2145,Sachīn,09,492,marine,21.08718,72.88153,10,29.5,cloudy,12.6,222.0,6.9,7.4,1.15,6.7,222.0,0.84,8.6,moderate,28.1,0.34,177.0,59.0,130.0,0.61,46.0,moderate,none,23.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2145,Sachīn,09,492,marine,21.08718,72.88153,11,27.7,partly_cloudy,10.1,149.0,3.6,8.1,0.92,6.2,143.0,0.67,7.4,slight,27.7,0.3,104.0,61.0,101.0,0.41,33.0,low,none,14.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2146,Koynanagar,16,527,inland,17.4,73.76667,10,29.9,partly_cloudy,13.0,194.0,7.5,7.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2146,Koynanagar,16,527,inland,17.4,73.76667,11,29.1,partly_cloudy,13.5,212.0,4.7,7.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2147,Gotegaon,35,452,inland,23.02888,79.48233,10,29.0,partly_cloudy,13.0,197.0,7.6,7.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2147,Gotegaon,35,452,inland,23.02888,79.48233,11,29.1,clear,16.6,307.0,6.7,8.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2148,Kalwākurti,40,694,inland,16.66396,78.49143,10,31.0,clear,15.8,282.0,10.6,8.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2148,Kalwākurti,40,694,inland,16.66396,78.49143,11,29.9,clear,15.6,276.0,6.1,8.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2149,Sheoganj,24,117,inland,25.13915,73.06784,10,27.8,cloudy,10.6,122.0,4.9,6.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2149,Sheoganj,24,117,inland,25.13915,73.06784,11,27.7,partly_cloudy,13.2,201.0,4.4,7.3,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2150,Devanahalli,19,583,inland,13.24655,77.71183,10,30.8,partly_cloudy,13.4,208.0,8.0,7.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2150,Devanahalli,19,583,inland,13.24655,77.71183,11,28.4,cloudy,9.4,85.0,2.0,5.6,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2151,Āron,35,458,inland,24.38109,77.41739,10,27.6,cloudy,9.8,95.0,4.0,5.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2151,Āron,35,458,inland,24.38109,77.41739,11,27.9,partly_cloudy,13.4,208.0,4.6,7.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2152,Hadagalli,19,738,inland,15.02048,75.93185,10,29.2,cloudy,9.6,90.0,3.8,5.7,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2152,Hadagalli,19,738,inland,15.02048,75.93185,11,28.9,partly_cloudy,11.9,161.0,3.6,6.7,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2153,Patran,23,048,inland,29.9577,76.0486,10,26.8,cloudy,10.1,105.0,4.3,5.9,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2153,Patran,23,048,inland,29.9577,76.0486,11,25.5,cloudy,9.3,81.0,1.9,5.6,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2154,Tharād,09,469,inland,24.39597,71.62577,10,28.8,partly_cloudy,13.1,200.0,7.7,7.3,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2154,Tharād,09,469,inland,24.39597,71.62577,11,27.1,partly_cloudy,11.1,137.0,3.1,6.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2155,Panāgar,35,451,inland,23.28539,79.99509,10,28.0,cloudy,10.3,110.0,4.5,6.0,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2155,Panāgar,35,451,inland,23.28539,79.99509,11,28.8,clear,15.8,283.0,6.2,8.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2156,Dāsna,36,140,inland,28.67736,77.52252,10,27.4,partly_cloudy,11.3,144.0,5.7,6.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2156,Dāsna,36,140,inland,28.67736,77.52252,11,25.5,cloudy,8.5,54.0,1.3,5.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2157,Kulittalai,25,613,inland,10.93487,78.41251,10,31.6,clear,14.6,247.0,9.4,8.0,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2157,Kulittalai,25,613,inland,10.93487,78.41251,11,29.9,partly_cloudy,12.7,186.0,4.1,7.1,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2158,Sulur,25,632,inland,11.02427,77.12565,10,29.5,cloudy,8.4,53.0,2.5,5.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2158,Sulur,25,632,inland,11.02427,77.12565,11,29.6,partly_cloudy,11.9,160.0,3.6,6.7,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2159,Rangia,03,321,inland,26.44931,91.61356,10,29.6,clear,16.6,307.0,11.6,8.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2159,Rangia,03,321,inland,26.44931,91.61356,11,26.8,partly_cloudy,11.4,146.0,3.3,6.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2160,Bāmor Kalān,35,423,inland,24.89298,78.15105,10,28.3,partly_cloudy,12.1,167.0,6.5,6.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2160,Bāmor Kalān,35,423,inland,24.89298,78.15105,11,28.6,clear,15.9,286.0,6.3,8.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2161,Umargām,09,491,marine,20.19718,72.75035,10,30.1,clear,13.2,263.0,8.7,7.3,1.18,6.7,262.0,0.9,9.2,moderate,28.1,0.34,218.0,57.0,145.0,0.58,47.0,moderate,none,26.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2161,Umargām,09,491,marine,20.19718,72.75035,11,28.3,cloudy,10.7,195.0,5.7,6.7,1.15,7.4,202.0,0.73,8.1,moderate,28.3,0.42,150.0,94.0,119.0,0.91,54.0,moderate,none,17.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2162,Nalbāri,03,323,inland,26.43937,91.44041,10,28.6,partly_cloudy,13.6,214.0,8.2,7.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2162,Nalbāri,03,323,inland,26.43937,91.44041,11,28.6,clear,16.7,311.0,6.8,8.9,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2163,Pallikunnu,13,589,marine,11.88993,75.35652,10,29.7,partly_cloudy,10.1,98.0,1.4,8.2,0.89,6.4,95.0,0.58,6.6,slight,28.9,0.32,53.0,52.0,78.0,0.81,53.0,moderate,none,3.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2163,Pallikunnu,13,589,marine,11.88993,75.35652,11,30.5,clear,11.8,254.0,8.3,6.8,1.15,7.5,262.0,0.76,9.1,moderate,29.1,0.42,209.0,96.0,139.0,1.24,73.0,high,none,11.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2164,Trittāla,13,593,marine,10.80303,76.12885,10,31.3,cloudy,13.7,220.0,16.5,8.4,1.04,6.2,213.0,0.82,8.5,moderate,28.8,0.29,175.0,43.0,125.0,0.52,51.0,moderate,none,11.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2164,Trittāla,13,593,marine,10.80303,76.12885,11,29.6,partly_cloudy,13.6,155.0,3.9,8.7,1.01,6.0,146.0,0.77,7.5,moderate,28.6,0.27,110.0,54.0,99.0,0.46,44.0,low,none,4.0,,,none,False,synthetic_demo_baseline,INCOIS/IMD variable schema + deterministic Indian coastal regional model,applicable
loc_2165,Vadnagar,09,471,inland,23.78593,72.63893,10,27.7,cloudy,9.6,88.0,3.7,5.7,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2165,Vadnagar,09,471,inland,23.78593,72.63893,11,29.0,clear,16.6,309.0,6.8,8.8,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2166,Jaswantnagar,36,161,inland,26.88271,78.90256,10,26.7,cloudy,8.3,50.0,2.4,5.1,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2166,Jaswantnagar,36,161,inland,26.88271,78.90256,11,26.3,cloudy,10.0,102.0,2.3,5.9,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2167,Afzalgarh,36,134,inland,29.3937,78.67393,10,27.2,partly_cloudy,11.1,136.0,5.4,6.4,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2167,Afzalgarh,36,134,inland,29.3937,78.67393,11,26.9,partly_cloudy,12.9,194.0,4.3,7.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2168,Gangāpur,16,515,inland,19.69718,75.01045,10,29.7,partly_cloudy,13.7,217.0,8.3,7.5,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2168,Gangāpur,16,515,inland,19.69718,75.01045,11,27.8,partly_cloudy,10.9,130.0,2.9,6.3,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2169,Mahna,23,046,inland,30.22798,74.99365,10,26.2,cloudy,8.5,56.0,2.6,5.2,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
loc_2169,Mahna,23,046,inland,30.22798,74.99365,11,26.3,partly_cloudy,11.6,153.0,3.4,6.6,,,,,,,,,,,,,,,not_applicable,,,,not_applicable,False,synthetic_demo_baseline,deterministic inland prototype climatology,not_applicable_inland
